,InvoiceDate,Sales,rolling_mean_7,rolling_mean_30,rolling_std_30
58,2010-12-01 12:58:00,301.24,174.08285714285716,374.2816666666667,442.9393065925766
59,2010-12-01 13:04:00,261.48,166.65285714285716,371.09766666666667,443.4108810952637
60,2010-12-01 13:17:00,274.93,205.2214285714286,373.842,442.5219237460015
61,2010-12-01 13:20:00,161.0,201.28428571428574,363.4986666666666,443.7900270727085
62,2010-12-01 13:21:00,200.5,200.8842857142857,359.30199999999996,444.7471947414
63,2010-12-01 13:23:00,939.59,324.9971428571429,378.85033333333337,457.18154630966006
64,2010-12-01 13:24:00,1919.1399999999999,579.6971428571429,442.0816666666667,531.321734266558
65,2010-12-01 13:31:00,156.1,558.9628571428572,421.1813333333333,529.7742279482467
66,2010-12-01 13:33:00,115.65,538.13,417.302,531.6299249925517
67,2010-12-01 13:38:00,194.85000000000002,526.6899999999999,408.6816666666666,533.1179957446395
68,2010-12-01 13:45:00,165.04999999999998,527.2685714285715,401.15700000000004,534.9691187745454
69,2010-12-01 13:51:00,369.5,551.4114285714286,405.95033333333333,533.9861327366632
70,2010-12-01 13:54:00,255.0,453.61285714285714,406.6686666666667,533.7605257541375
71,2010-12-01 14:03:00,487.75,249.12857142857143,400.7153333333334,531.7565293649893
72,2010-12-01 14:05:00,555.38,306.16857142857145,391.1573333333333,526.0958221224652
73,2010-12-01 14:11:00,787.4,402.1328571428571,403.03766666666667,531.027466902337
74,2010-12-01 14:34:00,134.11,393.4557142857143,397.07666666666665,533.0735034478462
75,2010-12-01 14:38:00,101.55,384.38428571428574,390.19499999999994,535.5897194665669
76,2010-12-01 14:41:00,532.43,407.65999999999997,325.4513333333333,365.210602791409
77,2010-12-01 14:54:00,204.95,400.50999999999993,326.8383333333333,364.65229169039566
78,2010-12-01 15:00:00,799.4,445.03142857142853,346.02166666666665,374.06645828564706
79,2010-12-01 15:06:00,322.40000000000003,411.74857142857144,353.592,371.1035758978049
80,2010-12-01 15:08:00,532.59,375.3471428571429,366.161,370.54882089204204
81,2010-12-01 15:21:00,116.25,372.79571428571427,360.186,373.1634542256986
82,2010-12-01 15:27:00,251.40000000000003,394.2028571428571,358.11633333333333,373.6032985205058
83,2010-12-01 15:28:00,5.04,318.8614285714285,358.1193333333333,373.6003651878644
84,2010-12-01 15:35:00,656.09,383.31,373.70366666666666,376.02685893140125
85,2010-12-01 15:37:00,294.62,311.1985714285715,376.7476666666666,374.96798020247854
86,2010-12-01 15:40:00,442.34999999999997,328.3342857142857,389.13266666666664,370.62513098383045
87,2010-12-01 15:45:00,143.12,272.6957142857143,389.362,370.4653456397776
88,2010-12-01 15:46:00,17.85,258.6385714285714,379.9156666666667,376.3559980206132
89,2010-12-01 16:01:00,1552.98,444.5785714285715,422.9656666666667,432.0809761326538
90,2010-12-01 16:11:00,2558.42,809.3471428571429,499.08200000000005,580.682264988112
91,2010-12-01 16:13:00,497.0,786.62,510.28200000000004,577.1662818215597
92,2010-12-01 16:15:00,279.6,784.4742857142858,512.9186666666667,575.881552912027
93,2010-12-01 16:16:00,315.96000000000004,766.4185714285715,492.13100000000003,571.1853314688432
94,2010-12-01 16:17:00,97.19999999999999,759.8585714285715,431.39966666666675,507.53952680781305
95,2010-12-01 16:19:00,330.0,804.4514285714287,437.19633333333337,505.2748897620214
96,2010-12-01 16:21:00,502.03999999999996,654.3171428571429,450.076,501.7079379383435
97,2010-12-01 16:22:00,1132.8000000000002,450.6571428571429,481.34100000000007,514.3211641561772
98,2010-12-01 16:24:00,19.9,382.5,476.50266666666664,518.0682638013651
99,2010-12-01 16:25:00,344.2,391.72857142857146,475.6593333333333,518.2690068835796
100,2010-12-01 16:33:00,311.81,391.1357142857143,477.553,517.5382253025473
101,2010-12-01 16:49:00,277.05,416.82857142857137,470.5296666666666,518.8231471551967
102,2010-12-01 16:52:00,205.86,399.0942857142857,458.879,520.7727876739759
103,2010-12-01 16:57:00,159.26,350.1257142857143,437.94100000000003,519.7352806782737
104,2010-12-01 16:58:00,39.06,193.87714285714284,434.7726666666667,521.9363722281793
105,2010-12-01 17:15:00,81.75,202.7128571428571,434.1126666666667,522.3845958211863
106,2010-12-01 17:22:00,79.5,164.89857142857142,419.01500000000004,525.9779060441148
107,2010-12-01 17:24:00,349.15,170.23285714285717,423.82166666666666,524.6113222783546
108,2010-12-01 17:35:00,102.78999999999999,145.33857142857144,400.60133333333334,522.8278834129095
109,2010-12-02 07:48:00,160.6,138.87285714285716,395.20799999999997,524.4942859778819
110,2010-12-02 07:49:00,306.4,159.89285714285714,387.66833333333335,524.0768920425593
111,2010-12-02 08:32:00,251.62,190.25857142857143,392.1806666666667,522.2389292396089
112,2010-12-02 08:33:00,22.200000000000003,181.75142857142856,384.5406666666667,526.0322163592416
113,2010-12-02 08:34:00,163.76,193.78857142857143,389.83133333333336,522.8723882998955
114,2010-12-02 08:40:00,22.200000000000003,147.08142857142857,368.70166666666665,524.546955073077
115,2010-12-02 08:43:00,184.5,158.75428571428571,365.031,525.4677286285047
116,2010-12-02 08:52:00,272.65000000000003,174.76142857142855,359.3743333333333,525.5200959488532
117,2010-12-02 09:29:00,303.97,174.41428571428574,364.736,524.0561645841223
118,2010-12-02 09:37:00,38.1,143.91142857142856,365.411,523.6068068190493
119,2010-12-02 09:41:00,244.46,175.66285714285712,321.79366666666664,473.3589954233054
120,2010-12-02 09:42:00,22.200000000000003,155.44,237.253,217.41734049026985
121,2010-12-02 09:43:00,259.65000000000003,189.36142857142858,229.34133333333335,211.88757477253912
122,2010-12-02 09:44:00,437.93,225.56571428571434,234.61900000000003,215.12960578491345
123,2010-12-02 10:09:00,286.92,227.6042857142857,233.651,214.8160878896335
124,2010-12-02 10:10:00,244.08,219.04857142857145,238.54700000000003,213.26714355070197
125,2010-12-02 10:17:00,1875.24,481.4971428571429,290.055,367.1799081794775
126,2010-12-02 10:18:00,97.19999999999999,460.46,276.5603333333333,366.5591966163485
127,2010-12-02 10:27:00,485.25,526.61,254.97533333333334,331.8200248341251
128,2010-12-02 10:35:00,350.06,539.5257142857143,265.98066666666665,329.21947915442746
129,2010-12-02 10:39:00,768.38,586.7328571428571,280.12,341.571808061012
130,2010-12-02 10:45:00,610.64,632.9785714285715,290.081,346.84440864645666
131,2010-12-02 10:46:00,12.600000000000001,599.91,281.26599999999996,350.52792904220996
132,2010-12-02 10:53:00,306.2,375.76142857142855,284.61066666666665,350.2622208745241
133,2010-12-02 10:54:00,230.56,394.8128571428571,286.98733333333337,349.6236551210884
134,2010-12-02 10:55:00,22.200000000000003,328.6628571428572,286.42533333333336,350.04921823133344
135,2010-12-02 10:56:00,244.46,313.57714285714286,291.84900000000005,348.0232757114047
136,2010-12-02 10:58:00,22.200000000000003,206.98,289.939,349.3834399422244
137,2010-12-02 11:02:00,312.8,164.43142857142857,288.7273333333333,349.23401371783814
138,2010-12-02 11:20:00,204.15,191.7957142857143,292.106,347.86073637949227
139,2010-12-02 11:21:00,193.78,175.7357142857143,293.21200000000005,347.48074333546225
140,2010-12-02 11:22:00,572.38,224.56714285714287,302.07800000000003,351.20216267105684
141,2010-12-02 11:23:00,106.2,236.56714285714287,297.23066666666665,352.92194579004257
142,2010-12-02 11:35:00,219.66,233.02428571428572,303.8126666666667,349.43988451405386
143,2010-12-02 11:41:00,1056.63,380.80000000000007,333.575,374.2433307239812
144,2010-12-02 11:45:00,288.5,377.3285714285715,342.45166666666665,369.7341801804075
145,2010-12-02 11:46:00,4.25,348.77142857142866,336.4433333333333,373.83133722569846
146,2010-12-02 11:57:00,223.7,353.0457142857143,334.81166666666667,374.2259962503141
147,2010-12-02 12:07:00,299.40000000000003,314.04857142857145,334.65933333333334,374.2399135252708
148,2010-12-02 12:09:00,420.5,358.9485714285715,347.406,370.2821258930303
149,2010-12-02 12:10:00,263.4,365.19714285714286,348.0373333333333,370.1166592224982
150,2010-12-02 12:11:00,339.84,262.7985714285714,358.62533333333334,364.9817169604556
151,2010-12-02 12:16:00,127.08,239.73857142857145,354.20633333333336,367.01823950244096
152,2010-12-02 12:18:00,207.5,268.7742857142857,346.5253333333333,367.6163863907434
153,2010-12-02 12:22:00,113.92,253.09142857142857,340.75866666666667,369.93322933156196
154,2010-12-02 12:23:00,380.46,264.6714285714285,345.3046666666667,369.5419661925708
155,2010-12-02 12:24:00,22.200000000000003,207.77142857142854,283.5366666666667,235.58530230973165
156,2010-12-02 12:25:00,331.26,217.46571428571428,291.33866666666665,233.0637497772438
157,2010-12-02 12:26:00,22.200000000000003,172.08857142857144,275.9036666666667,235.10302014052314
158,2010-12-02 12:28:00,326.0,200.50571428571428,275.1016666666667,234.88226375816618
159,2010-12-02 12:33:00,199.65,199.38428571428568,256.144,215.87898135377762
160,2010-12-02 12:47:00,354.54,233.75857142857143,247.60733333333334,206.22522184174755
161,2010-12-02 12:50:00,329.65000000000003,226.5,258.17566666666664,201.8439380020137
162,2010-12-02 12:58:00,211.2,253.5,255.00900000000001,201.80972835219328
163,2010-12-02 12:59:00,824.88,324.01714285714286,274.81966666666665,226.93377090188
164,2010-12-02 13:06:00,98.18,334.8714285714286,277.3523333333333,224.42736316177437
165,2010-12-02 13:08:00,294.5,330.3714285714286,279.0203333333333,224.36041424278756
166,2010-12-02 13:11:00,202.12,330.7242857142857,285.0176666666667,219.61315568412576
167,2010-12-02 13:14:00,196.43,308.13714285714286,281.13866666666667,220.13261862878852
168,2010-12-02 13:32:00,261.76,298.43857142857144,283.059,219.68868029711837
169,2010-12-02 13:36:00,379.75,322.51714285714286,289.258,219.70638344594448
170,2010-12-02 13:38:00,341.9,253.51999999999998,281.57533333333333,213.40413055068026
171,2010-12-02 13:39:00,248.1,274.9371428571429,286.30533333333335,210.94134407351268
172,2010-12-02 13:44:00,100.2,247.18,282.3233333333333,213.35652317566726
173,2010-12-02 13:45:00,116.0,234.87714285714284,250.96900000000002,157.42858085931903
174,2010-12-02 13:49:00,321.79,252.78571428571428,252.07866666666666,157.81908906726974
175,2010-12-02 14:04:00,434.8,277.5057142857143,266.43033333333335,154.03627079546735
176,2010-12-02 14:05:00,22.200000000000003,226.42714285714285,259.71366666666665,160.23228557710897
177,2010-12-02 14:06:00,390.66,233.39285714285714,262.7556666666667,161.86962603372717
178,2010-12-02 14:07:00,22.200000000000003,201.1214285714286,249.47899999999998,164.79319923091018
179,2010-12-02 14:09:00,210.24,216.8414285714286,247.70699999999997,164.92410608080178
180,2010-12-02 14:26:00,311.25,244.73428571428573,246.75400000000002,164.45530145468572
181,2010-12-02 14:30:00,98.9,212.89285714285714,245.81466666666668,165.24102643971446
182,2010-12-02 14:40:00,307.68,194.73285714285717,249.15400000000002,165.45215780212462
183,2010-12-02 14:42:00,452.52,256.20714285714286,260.4406666666667,167.44591602258777
184,2010-12-02 14:47:00,668.4,295.88428571428574,270.03866666666664,182.167830740725
185,2010-12-02 14:49:00,118.38,309.6242857142857,273.24466666666666,178.46437213712625
186,2010-12-02 15:00:00,138.1,299.31857142857143,266.806,179.7786992790931
187,2010-12-02 15:03:00,193.23,282.4585714285714,272.507,174.38535718641722
188,2010-12-02 15:08:00,15.0,270.47285714285715,262.14033333333333,180.24137569847272
189,2010-12-02 15:14:00,50.400000000000006,233.71857142857144,257.1653333333333,184.04535237053727
190,2010-12-02 15:18:00,517.95,243.06571428571428,262.6123333333333,189.36780326934488
191,2010-12-02 15:19:00,4076.48,729.9342857142857,387.5066666666667,721.9007353117726
192,2010-12-02 15:20:00,2170.9,1023.1514285714286,452.83,790.7759847137493
193,2010-12-02 15:22:00,2730.96,1393.5600000000002,516.366,891.8176610743576
194,2010-12-02 15:23:00,324.0,1412.241428571429,523.8933333333333,889.1151898234067
195,2010-12-02 15:24:00,192.46,1437.5928571428574,520.492,890.2174953827391
196,2010-12-02 15:25:00,97.2,1444.2785714285715,516.9946666666667,891.7162245790255
197,2010-12-02 15:26:00,532.01,1446.287142857143,528.1806666666666,889.6587274204654
198,2010-12-02 15:27:00,44.400000000000006,870.2757142857143,520.9353333333333,892.7828597096071
199,2010-12-02 15:28:00,30.0,564.4328571428572,509.27700000000004,896.963892408046
200,2010-12-02 15:39:00,170.7,198.68142857142863,503.5703333333333,898.6085958532025
201,2010-12-02 15:40:00,656.52,246.18428571428578,517.1843333333334,897.6980739481563
202,2010-12-02 15:46:00,349.04,268.5528571428572,525.479,894.8574470343075
203,2010-12-02 15:49:00,130.8,273.3528571428572,525.9723333333334,894.6279678541139
204,2010-12-02 15:55:00,684.46,295.13142857142867,538.0613333333333,894.2240023068097
205,2010-12-02 16:00:00,183.3,314.9742857142858,529.678,896.4017094238112
206,2010-12-02 16:12:00,236.97,344.54142857142864,536.837,893.0604340949508
207,2010-12-02 16:29:00,197.3,348.3414285714287,530.3916666666667,894.8477547030703
208,2010-12-02 16:33:00,22.5,257.7671428571429,530.4016666666668,894.8418814443038
209,2010-12-02 16:34:00,1714.25,452.797142857143,580.5353333333334,918.1148158674938
210,2010-12-02 16:38:00,406.56,492.1914285714287,583.7123333333333,917.3154171997212
211,2010-12-02 16:42:00,45.12,400.85714285714295,581.9196666666667,918.3475031121382
212,2010-12-02 16:46:00,247.8,410.0714285714287,579.9236666666667,919.0289289300035
213,2010-12-02 16:48:00,1003.2,519.5328571428572,598.2796666666667,921.891493953612
214,2010-12-02 16:50:00,303.96,534.7700000000001,586.1316666666667,923.3356669130018
215,2010-12-02 16:51:00,527.85,606.9628571428573,599.7806666666667,919.1999920280501
216,2010-12-02 16:59:00,189.8,389.18428571428586,601.5040000000001,918.3526508377321
217,2010-12-02 17:12:00,308.28000000000003,375.14428571428573,605.339,916.8278819041752
218,2010-12-02 17:17:00,143.45000000000002,389.1914285714287,609.6206666666668,914.2722547692887
219,2010-12-02 17:22:00,50.550000000000004,361.01285714285723,609.6256666666667,914.2690914328997
220,2010-12-02 17:24:00,408.0,275.98428571428576,605.9606666666666,914.8694402761871
221,2010-12-02 17:38:00,2002.4,518.6185714285715,536.8246666666666,695.66989455579
222,2010-12-02 17:40:00,569.4,524.5542857142858,483.4413333333333,623.6739591558999
223,2010-12-02 17:41:00,164.8,520.9828571428571,397.9026666666667,459.0392234006039
224,2010-12-02 17:48:00,438.1,539.5285714285716,401.706,458.87844950262223
225,2010-12-02 17:51:00,35.400000000000006,524.0928571428572,396.4706666666667,462.23174687620656
226,2010-12-02 18:06:00,295.0,559.0142857142857,403.064,459.2165986471995
227,2010-12-02 18:08:00,263.3,538.3428571428573,394.107,459.23537346595305
228,2010-12-02 18:15:00,308.68,296.3828571428572,402.91633333333334,454.80922013584365
229,2010-12-02 18:23:00,37.2,220.3542857142858,403.1563333333333,454.6075037571404
230,2010-12-02 18:25:00,623.73,285.9157142857144,418.25733333333335,454.143645860428
231,2010-12-02 18:27:00,548.77,301.7257142857144,414.6656666666667,452.617846606584
232,2010-12-02 18:45:00,263.62,334.32857142857154,411.8183333333333,453.31306769759226
233,2010-12-02 18:46:00,34.9,297.1714285714287,408.62166666666667,455.694958051631
234,2010-12-02 18:49:00,189.3,286.6000000000001,392.1163333333334,454.3248638514931
235,2010-12-02 19:18:00,127.55,260.7242857142858,390.258,455.3213665048694
236,2010-12-02 19:59:00,402.0,312.83857142857147,395.759,454.401527235701
237,2010-12-03 09:31:00,215.57999999999998,254.53142857142865,396.3683333333333,454.1384055100328
238,2010-12-03 09:39:00,534.0,252.42142857142863,413.4183333333333,449.19287461019934
239,2010-12-03 09:45:00,397.5,271.5471428571429,369.52666666666664,376.0845895157949
240,2010-12-03 09:49:00,1368.4,462.047142857143,401.58799999999997,418.01202470247387
241,2010-12-03 09:51:00,89.14,447.7385714285715,403.0553333333334,416.7930627172134
242,2010-12-03 10:26:00,754.87,537.3557142857144,419.9576666666666,420.54463585871565
243,2010-12-03 10:33:00,128.03,498.21714285714296,390.7853333333333,408.88390241403835
244,2010-12-03 10:36:00,303.4,510.76285714285723,390.76666666666665,408.88801567289676
245,2010-12-03 10:43:00,548.65,512.8557142857143,391.46,409.14603062038043
246,2010-12-03 10:44:00,303.5,499.42714285714294,395.25,407.73778929685824
247,2010-12-03 11:19:00,112.27,319.98,388.71633333333335,410.7388748171902
248,2010-12-03 11:35:00,217.26,338.2828571428572,391.1766666666667,409.4380664742354
249,2010-12-03 11:42:00,39.75,236.12285714285719,390.81666666666666,409.75251849877804
250,2010-12-03 11:48:00,322.2,263.86142857142863,387.95666666666665,409.9278430224726
251,2010-12-03 12:05:00,1680.88,460.6442857142858,377.2393333333333,368.3589839379726
252,2010-12-03 12:11:00,187.51,409.05285714285725,364.5096666666667,368.0878856870186
253,2010-12-03 12:20:00,620.0,454.26714285714297,379.683,368.9526889691762
254,2010-12-03 12:24:00,294.01,480.2300000000001,374.88000000000005,369.1038432987802
255,2010-12-03 12:28:00,841.94,569.47,401.76466666666664,372.87820795881083
256,2010-12-03 12:29:00,686.4,661.8485714285715,414.8113333333333,375.84932301648956
257,2010-12-03 12:41:00,425.0,676.5342857142858,420.20133333333337,374.75947488869457
258,2010-12-03 12:43:00,1096.65,593.0728571428572,446.467,393.8030529132457
259,2010-12-03 12:48:00,225.65,598.5214285714286,452.7486666666667,388.5171358288373
260,2010-12-03 12:57:00,76.5,520.8785714285715,434.50766666666664,393.032761665797
261,2010-12-03 13:09:00,534.0,555.1628571428572,434.01533333333333,392.8939214714258
262,2010-12-03 13:10:00,528.0,510.3142857142858,442.82800000000003,391.90393032318275
263,2010-12-03 13:12:00,1314.0,599.9714285714288,485.4646666666667,414.89802933129
264,2010-12-03 13:40:00,248.16,574.7085714285715,487.4266666666666,413.5863075197432
265,2010-12-03 13:42:00,230.25,450.93714285714293,490.85,410.9212704861243
266,2010-12-03 13:43:00,736.28,523.8842857142857,501.9926666666667,412.9560892322844
267,2010-12-03 13:59:00,336.24,560.99,506.0146666666667,410.6515283246877
268,2010-12-03 14:04:00,1705.65,728.3685714285714,545.0696666666666,465.4618995147557
269,2010-12-03 14:18:00,258.58,689.8800000000001,540.439,467.6664316498122
270,2010-12-03 14:26:00,688.86,600.5742857142858,517.7876666666667,441.9300044490058
271,2010-12-03 14:30:00,175.53,590.1985714285714,520.6673333333333,439.31429523695186
272,2010-12-03 14:35:00,339.54,605.8114285714286,506.82300000000004,438.22214115005346
273,2010-12-03 14:40:00,458.44,566.1200000000001,517.8366666666667,432.4883278100733
274,2010-12-03 14:54:00,272.01,556.9442857142858,516.7903333333334,433.062601140737
275,2010-12-03 15:05:00,254.39000000000001,349.6214285714286,506.9816666666667,435.64086272575054
276,2010-12-03 15:10:00,115.7,329.2100000000001,500.7216666666667,439.99321323201036
277,2010-12-03 15:14:00,131.8,249.63000000000008,501.3726666666667,439.41271887587015
278,2010-12-03 15:16:00,91.8,237.6685714285715,497.1906666666667,442.79393806345917
279,2010-12-03 15:19:00,110.35000000000001,204.9271428571429,499.544,440.4603887830278
280,2010-12-03 15:25:00,98.5,153.50714285714295,492.08733333333333,445.43170101431394
281,2010-12-03 15:45:00,427.8,175.76285714285723,450.31800000000004,384.7272723443409
282,2010-12-03 16:02:00,122.15,156.87142857142865,448.13933333333335,386.4480579000392
283,2010-12-03 16:35:00,346.1,189.78571428571436,439.00933333333336,385.4820614810468
284,2010-12-03 16:44:00,246.3,206.1428571428572,437.419,386.19864361937846
285,2010-12-03 16:45:00,135.0,212.31428571428577,413.8543333333334,382.2119643166355
286,2010-12-03 17:20:00,2355.1800000000003,533.0042857142859,469.4803333333333,519.884941902654
287,2010-12-03 17:21:00,11.6,520.59,455.70033333333333,526.5407433983672
288,2010-12-03 17:28:00,135.32999999999998,478.8085714285715,423.65633333333335,515.3213131059725
289,2010-12-05 10:03:00,256.90000000000003,498.0585714285715,424.69800000000004,514.9387051263877
290,2010-12-05 10:12:00,535.75,525.1514285714286,440.0063333333334,511.04202467374745
291,2010-12-05 10:27:00,734.3999999999999,594.8800000000001,446.6863333333333,513.616277272435
292,2010-12-05 10:36:00,155.64000000000001,597.8285714285715,434.2743333333334,516.0768137004363
293,2010-12-05 10:45:00,230.66,294.3257142857143,398.16300000000007,489.6213789784491
294,2010-12-05 10:52:00,431.45,354.3042857142858,404.2726666666667,488.8279801584056
295,2010-12-05 10:54:00,118.88,351.95428571428573,400.5603333333334,490.61476827008795
296,2010-12-05 10:58:00,277.45,354.89000000000004,385.26599999999996,486.9260949062898
297,2010-12-05 11:02:00,326.6,325.0114285714286,384.94466666666665,486.96274332977856
298,2010-12-05 11:03:00,5.9,220.94000000000005,328.28633333333335,422.63361356342403
299,2010-12-05 11:04:00,277.65000000000003,238.3700000000001,328.9220000000001,422.5394864747486
300,2010-12-05 11:10:00,555.84,284.8242857142858,324.48800000000006,419.3178168982035
301,2010-12-05 11:12:00,317.29,268.51571428571435,329.2133333333333,418.37901384974424
302,2010-12-05 11:15:00,552.24,330.42428571428576,336.30333333333334,420.3576141181766
303,2010-12-05 11:38:00,275.8,330.1885714285715,330.2153333333334,419.84999637993246
304,2010-12-05 11:40:00,152.05,305.2528571428572,326.21666666666664,420.99315701976764
305,2010-12-05 11:45:00,273.29,343.4514285714286,326.8466666666667,420.8960951501488
306,2010-12-05 11:49:00,274.67,343.02571428571434,332.14566666666667,419.14318482354264
307,2010-12-05 11:51:00,351.43,313.8242857142858,339.46666666666664,417.43778641425865
308,2010-12-05 11:54:00,125.43,286.4157142857144,340.5876666666666,416.7944204213478
309,2010-12-05 11:57:00,1554.37,429.5771428571429,388.7216666666667,469.3561910714781
310,2010-12-05 11:59:00,179.64000000000001,415.84000000000003,391.4263333333334,467.8575107170635
311,2010-12-05 12:00:00,1145.06,557.6985714285714,415.335,487.6870388975086
312,2010-12-05 12:01:00,438.0,581.2285714285715,425.86333333333334,484.53858866528526
313,2010-12-05 12:02:00,15.0,544.1328571428572,414.82666666666665,490.15634107787486
314,2010-12-05 12:08:00,177.89,519.3414285714287,412.5463333333334,491.1255781294514
315,2010-12-05 12:09:00,204.0,530.5657142857143,414.84633333333335,489.9411145932233
316,2010-12-05 12:13:00,880.11,434.24285714285725,365.6773333333333,339.3845546435107
317,2010-12-05 12:15:00,512.86,481.84571428571434,382.386,333.641920127262
318,2010-12-05 12:23:00,114.65,334.6442857142858,381.69666666666666,334.19087248243943
319,2010-12-05 12:26:00,529.4,347.7014285714286,390.78,334.38515355386335
320,2010-12-05 12:29:00,186.88,372.25571428571436,379.151,335.2349354516035
321,2010-12-05 12:34:00,163.49,370.1985714285715,360.1206666666667,330.54472303105604
322,2010-12-05 12:35:00,722.36,444.25000000000006,379.0113333333333,334.6245387845623
323,2010-12-05 12:42:00,267.46000000000004,356.72857142857146,380.238,334.12904369007015
324,2010-12-05 12:43:00,535.6,359.9771428571429,383.7096666666667,335.21878729429363
325,2010-12-05 12:44:00,273.3,382.6414285714286,388.85699999999997,332.18389777194943
326,2010-12-05 12:47:00,33.15,311.74857142857155,380.7136666666667,337.9535088459118
327,2010-12-05 12:53:00,65.57,294.4185714285715,372.0126666666667,342.72139432865015
328,2010-12-05 12:57:00,559.1,350.93428571428575,390.45266666666674,337.1811570484109
329,2010-12-05 13:00:00,329.03000000000003,294.7442857142858,392.1653333333333,336.71860516925085
330,2010-12-05 13:03:00,606.0500000000001,343.11428571428576,393.839,337.68360892031416
331,2010-12-05 13:05:00,1026.77,413.2814285714286,417.48833333333334,356.45958055996743
332,2010-12-05 13:08:00,236.25,407.98857142857145,406.95533333333333,357.008670992285
333,2010-12-05 13:10:00,184.8,429.6528571428572,403.92199999999997,358.544749339075
334,2010-12-05 13:17:00,292.95,462.1357142857144,408.6186666666666,356.0457787859081
335,2010-12-05 13:18:00,283.15,422.7142857142858,408.94733333333335,355.92107798114995
